time,timestamp,joint_0_x,joint_0_y,joint_0_z,joint_11_x,joint_11_y,joint_11_z,joint_12_x,joint_12_y,joint_12_z,joint_13_x,joint_13_y,joint_13_z,joint_14_x,joint_14_y,joint_14_z,joint_15_x,joint_15_y,joint_15_z,joint_16_x,joint_16_y,joint_16_z,joint_23_x,joint_23_y,joint_23_z,joint_24_x,joint_24_y,joint_24_z,joint_25_x,joint_25_y,joint_25_z,joint_26_x,joint_26_y,joint_26_z,joint_27_x,joint_27_y,joint_27_z,joint_28_x,joint_28_y,joint_28_z,joint_29_x,joint_29_y,joint_29_z,joint_30_x,joint_30_y,joint_30_z,valid
0.0,2025-12-05T15:38:19.318708,0.4296075105667114,-0.8693528175354004,2.753777980804444,0.171287402510643,-0.6534579396247864,2.5473334789276123,0.3235578208808363,-0.9076586014965348,3.665089304567114,0.0907090224018586,-0.5761057823283662,3.791625957960616,0.2539214126840806,-0.4928272784763405,3.5732516466341924,0.1025307551026344,-0.4210444390773773,2.7230000495910645,0.5249400979100269,-0.3826446789141662,3.5519892731052543,0.2056667333876028,-0.1171347699233245,3.3901102771292138,0.2011532392362187,-0.1059307112636368,3.3648739642404117,0.259875817323223,0.3677772263708087,3.6286001784175888,0.2548176022399789,0.3393801451035806,3.575060047317303,0.0453881875073403,0.9364086258001554,4.094837314745039,-0.2333557307720184,0.5794464349746704,2.891666889190674,-0.0698571946960868,0.974231678025361,3.871651349980018,-0.2284803907861811,0.8925443197725196,3.9799319648436335,True
0.073099,2025-12-05T15:38:19.391807,0.42959854194283753,-0.8691010144229524,2.753720489879819,0.17136212350462632,-0.6534660968925672,2.5478405782087936,0.3182815864837499,-0.8885291411221299,3.5801173184900295,0.09045493454070926,-0.5671777613296476,3.7295083087614818,0.2500009875672253,-0.48468704596027556,3.492162095038374,0.10270409288261917,-0.4187686558350894,2.7227824649567403,0.515085736923801,-0.375834793544889,3.497854564389789,0.2039487043940174,-0.1154642946613581,3.35348619111187,0.2004345408654874,-0.10522027192175618,3.328005642173406,0.2605027460539171,0.36444266341105125,3.584281175348686,0.25365973329915015,0.33632482179443934,3.528242772509303,0.05735707308449002,0.9210866993144515,4.012076372815813,-0.23254615451290972,0.5780131273991586,2.890084985945885,-0.05611897673945678,0.9632223004229358,3.8113471068013083,-0.23014276162414177,0.8594690162888285,3.8881878220500723,True
0.149614,2025-12-05T15:38:19.468322,0.42967584195938113,-0.8684793118366233,2.7542161167440935,0.17223602667501814,-0.6526888881311075,2.548033418667857,0.3093437259722229,-0.8588683396503863,3.4496699274560636,0.09555259040008456,-0.5448055145844951,3.591147745038549,0.23971276431720198,-0.4719055446140192,3.361785930000625,0.10696866740069481,-0.41316363991243416,2.7207664039928465,0.497462039137892,-0.3619904515516071,3.416096248113117,0.20151418493941803,-0.11236680848237615,3.2891776003045097,0.19855711972011825,-0.10381688430460606,3.2656472767240388,0.2603384255667261,0.3583216101864982,3.5018588045836414,0.25566980949046236,0.3318219830820386,3.4479552664909328,0.0689114382336457,0.8941732314127467,3.8654431064204386,-0.22856989768121458,0.5748890747808597,2.887707772179639,-0.039260834746123685,0.9425438240716971,3.698740625373128,-0.22671834529040097,0.8148763182139666,3.779297634383117,True
0.221893,2025-12-05T15:38:19.540601,0.4300553825717969,-0.8680387559151598,2.7558803676335697,0.1740547045750111,-0.6513535490849508,2.54801271014001,0.29758050924232565,-0.8263685047530772,3.3045439972904567,0.1050473446907303,-0.5201384066278809,3.438203390954264,0.22282617148156902,-0.4594251981226515,3.2211795884973133,0.11815529003456224,-0.4071857303016892,2.7250429535512355,0.4720399835509401,-0.3452950906747433,3.308992550256291,0.19881175619936953,-0.10925137373436691,3.2132671112716986,0.1963481348148271,-0.10285107950480794,3.1930669123645936,0.25385408049669705,0.3512156462649885,3.4142549551231247,0.26229072755413285,0.32520915040163556,3.3555198401071666,0.06655587412710685,0.8611757763829054,3.6948220145661588,-0.21919136770816433,0.5721630618264275,2.8847495941979093,-0.03597320331432988,0.917234250992633,3.57705985281693,-0.21065682405028296,0.775252757411694,3.6478108759422803,True
0.29242,2025-12-05T15:38:19.611128,0.43077811344691225,-0.8681078478967548,2.7582677146355157,0.17668847146850256,-0.6499316496606125,2.5473566698897465,0.28507411470716343,-0.7969956996310731,3.164337698059129,0.11531276936774632,-0.49941031076281484,3.2905283257731535,0.20164976570473755,-0.4510515366294724,3.0899367278650804,0.13494941920819042,-0.40251098701613264,2.731650904497206,0.4430997789442249,-0.3315665141812903,3.19294334063358,0.19725145601341598,-0.10794055886427191,3.134081430384795,0.19452538546990242,-0.10332665851022715,3.1183677363459252,0.23980727515090264,0.3403186322594068,3.3274696361504974,0.27137029763204623,0.3167843643451151,3.2617434656626636,0.04688144765871888,0.827719900163023,3.550089768361701,-0.19708790402083073,0.5731948010565446,2.881393459112529,-0.047921084784223286,0.8867099474136235,3.4639435285099927,-0.17443764507942044,0.7520580318823975,3.5135975716327565,True
0.357066,2025-12-05T15:38:19.675774,0.43175531655595883,-0.8685845782201245,2.760592624268995,0.17992287795518447,-0.6486322178029419,2.5462074627907616,0.27405165851457175,-0.7739692332238645,3.049008662195816,0.12366070790683382,-0.48373162746814874,3.1624964947840524,0.18151885909672733,-0.4455472004848191,2.981322550280071,0.15313725268836847,-0.39876288426665135,2.73627386788864,0.4169114841990818,-0.32219729487726156,3.0883281966287166,0.1973213142156232,-0.10746779623006403,3.0631189820223814,0.19350490912938487,-0.10403391990143529,3.051049975375631,0.2234991766439093,0.32927183119602654,3.2543123480456746,0.28124740987595404,0.30863587052539637,3.18102857204745,0.016865214240124042,0.7931394899933568,3.4471577121948265,-0.160217592905537,0.5782427022609075,2.8751746904004936,-0.07281141087205222,0.8511544667257191,3.3831954526304044,-0.1210766436104887,0.7430383050469846,3.3965734318002165,True
0.446018,2025-12-05T15:38:19.764726,0.43333183086860677,-0.8688023971202495,2.763753769691681,0.18513712732227616,-0.6458062028518101,2.544688554368495,0.26134248018538814,-0.7462644274205904,2.928457781101538,0.1331428567132987,-0.4599984056595327,3.0116744588611146,0.15871684035870592,-0.4400731151213025,2.893945569675627,0.17547675410498148,-0.386716559227158,2.7373380966507628,0.3903158013421102,-0.3107815853822405,2.969880024968768,0.19883609127456536,-0.10379598675111315,2.982154418045405,0.19312622984074335,-0.10210336944463319,2.9745885897786253,0.20907820827109433,0.32040275031335297,3.1701484060606617,0.2944706637932949,0.3012241235192017,3.088950596832106,-0.022084863953516887,0.7401511139288255,3.337033348981599,-0.10721024752203358,0.5875944161729221,2.862564704630125,-0.10673206334856639,0.7915010364719339,3.2894595792163868,-0.05761812478885165,0.7389712452806942,3.2691831070950883,True
0.528029,2025-12-05T15:38:19.846737,0.4348543845025543,-0.8682178799087539,2.766195147184617,0.19021587688252622,-0.6420315482431846,2.5419833521895434,0.25254730224613153,-0.7228708665757267,2.8421588137792457,0.13991220288679782,-0.4377229464063163,2.896598528743562,0.1461297685997088,-0.431090086651557,2.8238473808728446,0.18975017282476972,-0.3713284532179284,2.733468083964739,0.3763416131866164,-0.300961443254037,2.8816343724981435,0.20053210073978128,-0.09884027347308756,2.9188130814097795,0.19338116347979561,-0.09823413638571309,2.9139011401304096,0.20181922085089188,0.3154979213598203,3.1020703962931164,0.30500204677105963,0.29759983855280714,3.0185842797157707,-0.04237535645499979,0.713944253865555,3.2880787783747274,-0.06990428804089872,0.5969581263451064,2.8929098560324213,-0.12496177869818587,0.7617211102584968,3.246085344569061,-0.0248961820994633,0.723265929025612,3.1935049692084627,True
0.605028,2025-12-05T15:38:19.923736,0.43662766629399546,-0.868108313502594,2.7693005533581774,0.19418049276171656,-0.6388880738029751,2.5390075947290796,0.24794129592327352,-0.7032843852246269,2.7717676464481924,0.14139792431999915,-0.4255306536927727,2.832493451592423,0.14279795399595782,-0.4216526706391561,2.7700740055487127,0.1974374532221543,-0.3606235085322741,2.7302527621225794,0.37252552559655683,-0.2979936753694376,2.818190605084835,0.20200120569537655,-0.09549188421522128,2.871610514721708,0.19431509555438012,-0.09495711938173025,2.868431913160738,0.20069867445147693,0.31031316052751273,3.0525937939426315,0.30635847034053226,0.29618158822557233,2.968403174030905,-0.044965864951568554,0.6961683615792809,3.2392252346905472,-0.04627789352772657,0.6024551819616646,2.9092294461048005,-0.12691001205332053,0.7417194489142316,3.203246453688548,-0.01164868415685652,0.7134884322325736,3.154095753878811,True
0.679411,2025-12-05T15:38:19.998119,0.43872395682503396,-0.8689730482801625,2.773075550249051,0.19714659305434673,-0.6370407322079783,2.5373784521040967,0.24721902316985991,-0.6891692623532708,2.716340750778161,0.1398417792408963,-0.4203609768766857,2.7975399186670256,0.14527266749242887,-0.4139104539810202,2.726160209860656,0.20173815252849175,-0.3544635765131828,2.728119799207747,0.3742522605071381,-0.30025679200841515,2.7723460933185846,0.20327249320956953,-0.09467833192789403,2.8351817753327886,0.1956881910727093,-0.09383696769432581,2.8328011467066316,0.2046990579637817,0.30444806578506767,3.0145318944920327,0.2992212592319472,0.29475430438686806,2.928116779323741,-0.027814219254743124,0.6820183260696271,3.1834474162590367,-0.03265365581393441,0.6055616367611617,2.9175446821065107,-0.10942206583364322,0.7292767466064767,3.162464514473582,-0.013417849545072759,0.7031699301657587,3.116241531172513,True
